user_id,first_watch,signup_month
user_00164,2024-12-15T00:00:00Z,2024-12-01T00:00:00Z
user_00165,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_00166,2024-04-09T00:00:00Z,2024-04-01T00:00:00Z
user_00167,2024-05-24T00:00:00Z,2024-05-01T00:00:00Z
user_00168,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_00169,2024-02-23T00:00:00Z,2024-02-01T00:00:00Z
user_00170,2024-03-03T00:00:00Z,2024-03-01T00:00:00Z
user_00171,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00172,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00173,2024-03-03T00:00:00Z,2024-03-01T00:00:00Z
user_00174,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_00175,2024-06-04T00:00:00Z,2024-06-01T00:00:00Z
user_00176,2024-02-12T00:00:00Z,2024-02-01T00:00:00Z
user_00177,2024-05-24T00:00:00Z,2024-05-01T00:00:00Z
user_00178,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_00179,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_00180,2024-05-19T00:00:00Z,2024-05-01T00:00:00Z
user_00181,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_00182,2024-07-12T00:00:00Z,2024-07-01T00:00:00Z
user_00183,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_00184,2024-05-30T00:00:00Z,2024-05-01T00:00:00Z
user_00185,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_00186,2024-03-14T00:00:00Z,2024-03-01T00:00:00Z
user_00187,2024-04-27T00:00:00Z,2024-04-01T00:00:00Z
user_00188,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_00189,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00190,2024-01-27T00:00:00Z,2024-01-01T00:00:00Z
user_00191,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_00192,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_00193,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_00194,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_00195,2024-03-09T00:00:00Z,2024-03-01T00:00:00Z
user_00196,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_00197,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00198,2024-03-20T00:00:00Z,2024-03-01T00:00:00Z
user_00199,2024-02-26T00:00:00Z,2024-02-01T00:00:00Z
user_00200,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_00201,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_00202,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00203,2024-06-04T00:00:00Z,2024-06-01T00:00:00Z
user_00204,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_00205,2024-03-03T00:00:00Z,2024-03-01T00:00:00Z
user_00206,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_00207,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_00208,2024-03-07T00:00:00Z,2024-03-01T00:00:00Z
user_00209,2024-05-21T00:00:00Z,2024-05-01T00:00:00Z
user_00210,2024-04-09T00:00:00Z,2024-04-01T00:00:00Z
user_00211,2025-01-05T00:00:00Z,2025-01-01T00:00:00Z
user_00212,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_00213,2024-05-18T00:00:00Z,2024-05-01T00:00:00Z
user_00214,2024-02-26T00:00:00Z,2024-02-01T00:00:00Z
user_00215,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_00216,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_00217,2024-04-20T00:00:00Z,2024-04-01T00:00:00Z
user_00218,2024-09-25T00:00:00Z,2024-09-01T00:00:00Z
user_00219,2024-05-23T00:00:00Z,2024-05-01T00:00:00Z
user_00220,2024-03-16T00:00:00Z,2024-03-01T00:00:00Z
user_00221,2024-03-15T00:00:00Z,2024-03-01T00:00:00Z
user_00222,2024-03-09T00:00:00Z,2024-03-01T00:00:00Z
user_00223,2024-01-21T00:00:00Z,2024-01-01T00:00:00Z
user_00224,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00225,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_00226,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00227,2024-04-18T00:00:00Z,2024-04-01T00:00:00Z
user_00228,2024-04-17T00:00:00Z,2024-04-01T00:00:00Z
user_00229,2024-05-11T00:00:00Z,2024-05-01T00:00:00Z
user_00230,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_00231,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00232,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00233,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00234,2024-05-24T00:00:00Z,2024-05-01T00:00:00Z
user_00235,2024-01-21T00:00:00Z,2024-01-01T00:00:00Z
user_00236,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_00237,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_00238,2024-05-05T00:00:00Z,2024-05-01T00:00:00Z
user_00239,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_00240,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00241,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_00242,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_00243,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_00244,2024-05-01T00:00:00Z,2024-05-01T00:00:00Z
user_00245,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00246,2024-05-06T00:00:00Z,2024-05-01T00:00:00Z
user_00247,2024-02-08T00:00:00Z,2024-02-01T00:00:00Z
user_00248,2024-02-24T00:00:00Z,2024-02-01T00:00:00Z
user_00249,2024-02-12T00:00:00Z,2024-02-01T00:00:00Z
user_00250,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_00251,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_00252,2024-02-23T00:00:00Z,2024-02-01T00:00:00Z
user_00253,2024-04-23T00:00:00Z,2024-04-01T00:00:00Z
user_00254,2024-04-16T00:00:00Z,2024-04-01T00:00:00Z
user_00255,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_00256,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00257,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00258,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00259,2024-02-17T00:00:00Z,2024-02-01T00:00:00Z
user_00260,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00261,2024-01-24T00:00:00Z,2024-01-01T00:00:00Z
user_00262,2024-10-24T00:00:00Z,2024-10-01T00:00:00Z
user_00263,2024-01-22T00:00:00Z,2024-01-01T00:00:00Z
user_00264,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_00265,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00266,2024-04-25T00:00:00Z,2024-04-01T00:00:00Z
user_00267,2024-03-24T00:00:00Z,2024-03-01T00:00:00Z
user_00268,2024-01-12T00:00:00Z,2024-01-01T00:00:00Z
user_00269,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_00270,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_00271,2024-02-24T00:00:00Z,2024-02-01T00:00:00Z
user_00272,2024-04-03T00:00:00Z,2024-04-01T00:00:00Z
user_00273,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_00274,2024-05-25T00:00:00Z,2024-05-01T00:00:00Z
user_00275,2025-01-15T00:00:00Z,2025-01-01T00:00:00Z
user_00276,2024-04-05T00:00:00Z,2024-04-01T00:00:00Z
user_00277,2024-02-26T00:00:00Z,2024-02-01T00:00:00Z
user_00278,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_00279,2024-01-28T00:00:00Z,2024-01-01T00:00:00Z
user_00280,2024-03-04T00:00:00Z,2024-03-01T00:00:00Z
user_00281,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_00282,2024-04-04T00:00:00Z,2024-04-01T00:00:00Z
user_00283,2024-02-26T00:00:00Z,2024-02-01T00:00:00Z
user_00284,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_00285,2024-05-01T00:00:00Z,2024-05-01T00:00:00Z
user_00286,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_00287,2024-06-10T00:00:00Z,2024-06-01T00:00:00Z
user_00288,2024-01-21T00:00:00Z,2024-01-01T00:00:00Z
user_00289,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_00290,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00291,2024-02-07T00:00:00Z,2024-02-01T00:00:00Z
user_00292,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_00293,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_00294,2024-06-30T00:00:00Z,2024-06-01T00:00:00Z
user_00295,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_00296,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_00297,2024-06-16T00:00:00Z,2024-06-01T00:00:00Z
user_00298,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00299,2024-04-07T00:00:00Z,2024-04-01T00:00:00Z
user_00300,2024-10-19T00:00:00Z,2024-10-01T00:00:00Z
user_00301,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00302,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_00303,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_00304,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00305,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_00306,2024-03-05T00:00:00Z,2024-03-01T00:00:00Z
user_00307,2024-01-24T00:00:00Z,2024-01-01T00:00:00Z
user_00308,2024-04-20T00:00:00Z,2024-04-01T00:00:00Z
user_00309,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00310,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00311,2024-06-08T00:00:00Z,2024-06-01T00:00:00Z
user_00312,2024-03-12T00:00:00Z,2024-03-01T00:00:00Z
user_00313,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_00314,2024-09-21T00:00:00Z,2024-09-01T00:00:00Z
user_00315,2024-04-07T00:00:00Z,2024-04-01T00:00:00Z
user_00316,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_00317,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_00318,2024-03-24T00:00:00Z,2024-03-01T00:00:00Z
user_00319,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_00320,2024-04-25T00:00:00Z,2024-04-01T00:00:00Z
user_00321,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_00322,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_00323,2024-06-14T00:00:00Z,2024-06-01T00:00:00Z
user_00324,2024-10-08T00:00:00Z,2024-10-01T00:00:00Z
user_00325,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_00326,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_00327,2024-12-02T00:00:00Z,2024-12-01T00:00:00Z
user_00328,2024-06-15T00:00:00Z,2024-06-01T00:00:00Z
user_00329,2024-05-12T00:00:00Z,2024-05-01T00:00:00Z
user_00330,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_00331,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_00332,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_00333,2024-04-23T00:00:00Z,2024-04-01T00:00:00Z
user_00334,2024-04-06T00:00:00Z,2024-04-01T00:00:00Z
user_00335,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_00336,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_00337,2024-02-11T00:00:00Z,2024-02-01T00:00:00Z
user_00338,2024-02-08T00:00:00Z,2024-02-01T00:00:00Z
user_00339,2024-01-20T00:00:00Z,2024-01-01T00:00:00Z
user_00340,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_00341,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_00342,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00343,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_00344,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z
user_00345,2024-01-26T00:00:00Z,2024-01-01T00:00:00Z
user_00346,2024-02-14T00:00:00Z,2024-02-01T00:00:00Z
user_00347,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z
user_00348,2024-07-14T00:00:00Z,2024-07-01T00:00:00Z
user_00349,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_00350,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_00351,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_00352,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_00353,2024-03-08T00:00:00Z,2024-03-01T00:00:00Z
user_00354,2024-04-19T00:00:00Z,2024-04-01T00:00:00Z
user_00355,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_00356,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_00357,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_00358,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00359,2024-05-05T00:00:00Z,2024-05-01T00:00:00Z
user_00360,2024-05-07T00:00:00Z,2024-05-01T00:00:00Z
user_00361,2024-02-08T00:00:00Z,2024-02-01T00:00:00Z
user_00362,2024-03-23T00:00:00Z,2024-03-01T00:00:00Z
user_00363,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_00364,2024-04-20T00:00:00Z,2024-04-01T00:00:00Z
user_00365,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00366,2024-04-07T00:00:00Z,2024-04-01T00:00:00Z
user_00367,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_00368,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_00369,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00370,2024-03-07T00:00:00Z,2024-03-01T00:00:00Z
user_00371,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_00372,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00373,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_00374,2024-06-06T00:00:00Z,2024-06-01T00:00:00Z
user_00375,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_00376,2024-01-17T00:00:00Z,2024-01-01T00:00:00Z
user_00377,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_00378,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_00379,2024-03-15T00:00:00Z,2024-03-01T00:00:00Z
user_00380,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_00381,2024-02-04T00:00:00Z,2024-02-01T00:00:00Z
user_00382,2024-01-24T00:00:00Z,2024-01-01T00:00:00Z
user_00383,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_00384,2024-03-25T00:00:00Z,2024-03-01T00:00:00Z
user_00385,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_00386,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_00387,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_00388,2024-01-24T00:00:00Z,2024-01-01T00:00:00Z
user_00389,2024-04-24T00:00:00Z,2024-04-01T00:00:00Z
user_00390,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_00391,2024-04-02T00:00:00Z,2024-04-01T00:00:00Z
user_00392,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_00393,2024-01-20T00:00:00Z,2024-01-01T00:00:00Z
user_00394,2024-01-27T00:00:00Z,2024-01-01T00:00:00Z
user_00395,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_00396,2024-05-13T00:00:00Z,2024-05-01T00:00:00Z
user_00397,2024-06-25T00:00:00Z,2024-06-01T00:00:00Z
user_00398,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_00399,2024-04-26T00:00:00Z,2024-04-01T00:00:00Z
