session_id,user_id,movie_id,.watch_time_raw,.watch_time,rec_time_first,min_pos_diff_hours,was_recommended_movie,progress_percentage
session_000150,user_05451,movie_0342,2025-08-24,2025-08-24T00:00:00Z,NA,Inf,FALSE,48.3
session_000151,user_01664,movie_0905,2024-11-14,2024-11-14T00:00:00Z,NA,Inf,FALSE,73.3
session_000152,user_09722,movie_0036,2025-01-13,2025-01-13T00:00:00Z,NA,Inf,FALSE,17.3
session_000153,user_05593,movie_0198,2024-12-14,2024-12-14T00:00:00Z,NA,Inf,FALSE,28.6
session_000154,user_07393,movie_0642,2025-09-25,2025-09-25T00:00:00Z,NA,Inf,FALSE,91.8
session_000155,user_01307,movie_0491,2025-07-17,2025-07-17T00:00:00Z,2024-07-08,8976,FALSE,30.1
session_000156,user_06777,movie_0171,2025-10-06,2025-10-06T00:00:00Z,NA,Inf,FALSE,87.5
session_000157,user_05865,movie_0154,2025-12-10,2025-12-10T00:00:00Z,NA,Inf,FALSE,47
session_000158,user_09475,movie_0581,2025-07-04,2025-07-04T00:00:00Z,NA,Inf,FALSE,21.5
session_000159,user_07527,movie_0279,2025-11-05,2025-11-05T00:00:00Z,NA,Inf,FALSE,13.4
session_000160,user_08902,movie_0572,2024-11-03,2024-11-03T00:00:00Z,NA,Inf,FALSE,9.7
session_000161,user_05576,movie_0902,2025-10-15,2025-10-15T00:00:00Z,NA,Inf,FALSE,30.5
session_000162,user_05531,movie_0573,2024-03-22,2024-03-22T00:00:00Z,NA,Inf,FALSE,85.6
session_000163,user_04414,movie_0321,2025-09-13,2025-09-13T00:00:00Z,NA,Inf,FALSE,67.4
session_000164,user_03749,movie_0355,2024-12-18,2024-12-18T00:00:00Z,NA,Inf,FALSE,98.2
session_000165,user_00664,movie_0383,2025-03-18,2025-03-18T00:00:00Z,NA,Inf,FALSE,89.4
session_000166,user_01999,movie_0041,2025-06-09,2025-06-09T00:00:00Z,NA,Inf,FALSE,61.1
session_000167,user_07995,movie_0353,2025-02-05,2025-02-05T00:00:00Z,NA,Inf,FALSE,38.1
session_000168,user_01496,movie_0794,2024-02-09,2024-02-09T00:00:00Z,NA,Inf,FALSE,48.2
session_000169,user_03305,movie_0985,2025-05-29,2025-05-29T00:00:00Z,NA,Inf,FALSE,89.9
session_000170,user_03764,movie_0781,2024-11-02,2024-11-02T00:00:00Z,NA,Inf,FALSE,68.6
session_000171,user_05233,movie_0081,2024-09-26,2024-09-26T00:00:00Z,NA,Inf,FALSE,50.1
session_000172,user_01854,movie_0400,2025-07-25,2025-07-25T00:00:00Z,NA,Inf,FALSE,87.4
session_000173,user_06586,movie_0127,2024-05-31,2024-05-31T00:00:00Z,NA,Inf,FALSE,1.3
session_000174,user_01292,movie_0300,2025-03-24,2025-03-24T00:00:00Z,NA,Inf,FALSE,88
session_000175,user_03582,movie_0158,2025-01-08,2025-01-08T00:00:00Z,NA,Inf,FALSE,50.3
session_000176,user_07555,movie_0130,2024-12-15,2024-12-15T00:00:00Z,NA,Inf,FALSE,78.3
session_000177,user_07281,movie_0836,2024-09-16,2024-09-16T00:00:00Z,NA,Inf,FALSE,74.1
session_000178,user_01637,movie_0205,2024-07-20,2024-07-20T00:00:00Z,NA,Inf,FALSE,50.7
session_000179,user_03697,movie_0550,2025-01-17,2025-01-17T00:00:00Z,NA,Inf,FALSE,16.9
session_000180,user_00699,movie_0465,2024-12-15,2024-12-15T00:00:00Z,NA,Inf,FALSE,98.1
session_000181,user_04738,movie_0151,2024-11-11,2024-11-11T00:00:00Z,NA,Inf,FALSE,17.1
session_000182,user_00855,movie_0029,2025-08-18,2025-08-18T00:00:00Z,NA,Inf,FALSE,4.2
session_000183,user_08165,movie_0496,2025-02-20,2025-02-20T00:00:00Z,NA,Inf,FALSE,34.9
session_000184,user_05856,movie_0057,2025-02-09,2025-02-09T00:00:00Z,NA,Inf,FALSE,30.1
session_000185,user_07393,movie_0825,2025-04-13,2025-04-13T00:00:00Z,NA,Inf,FALSE,21.2
session_000186,user_06529,movie_0201,2025-03-27,2025-03-27T00:00:00Z,NA,Inf,FALSE,83.5
session_000187,user_05250,movie_0783,2024-04-21,2024-04-21T00:00:00Z,NA,Inf,FALSE,18.7
session_000188,user_05173,movie_0834,2025-04-09,2025-04-09T00:00:00Z,NA,Inf,FALSE,43.2
session_000189,user_01708,movie_0221,2024-03-05,2024-03-05T00:00:00Z,NA,Inf,FALSE,29.8
session_000190,user_05792,movie_0354,2024-08-03,2024-08-03T00:00:00Z,NA,Inf,FALSE,5
session_000191,user_09926,movie_0849,2024-12-02,2024-12-02T00:00:00Z,NA,Inf,FALSE,28.4
session_000192,user_05536,movie_0590,2025-10-30,2025-10-30T00:00:00Z,NA,Inf,FALSE,58.1
session_000193,user_04932,movie_0719,2024-01-07,2024-01-07T00:00:00Z,NA,Inf,FALSE,61
session_000194,user_03511,movie_0602,2024-12-07,2024-12-07T00:00:00Z,NA,Inf,FALSE,32.9
session_000195,user_00203,movie_0738,2025-06-08,2025-06-08T00:00:00Z,NA,Inf,FALSE,34
session_000196,user_04219,movie_0963,2025-10-12,2025-10-12T00:00:00Z,NA,Inf,FALSE,66.8
session_000197,user_08959,movie_0914,2025-10-16,2025-10-16T00:00:00Z,NA,Inf,FALSE,61.7
session_000198,user_04390,movie_0485,2024-12-11,2024-12-11T00:00:00Z,NA,Inf,FALSE,78.8
session_000199,user_02328,movie_0996,2024-08-05,2024-08-05T00:00:00Z,NA,Inf,FALSE,83.8
session_000200,user_08005,movie_0829,2024-06-22,2024-06-22T00:00:00Z,NA,Inf,FALSE,70.4
session_000201,user_02932,movie_0807,2025-12-09,2025-12-09T00:00:00Z,NA,Inf,FALSE,88
session_000202,user_07778,movie_0775,2024-09-30,2024-09-30T00:00:00Z,NA,Inf,FALSE,59.2
session_000203,user_00198,movie_0087,2025-05-06,2025-05-06T00:00:00Z,NA,Inf,FALSE,74.3
session_000204,user_07126,movie_0101,2025-01-20,2025-01-20T00:00:00Z,NA,Inf,FALSE,56.8
session_000205,user_01931,movie_0380,2025-09-26,2025-09-26T00:00:00Z,NA,Inf,FALSE,30.1
session_000206,user_06288,movie_0794,2024-05-10,2024-05-10T00:00:00Z,NA,Inf,FALSE,15.8
session_000207,user_08801,movie_0116,2024-12-22,2024-12-22T00:00:00Z,NA,Inf,FALSE,90.6
session_000208,user_09340,movie_0847,2025-09-17,2025-09-17T00:00:00Z,NA,Inf,FALSE,85.4
session_000209,user_04283,movie_0408,2024-07-10,2024-07-10T00:00:00Z,NA,Inf,FALSE,54.4
session_000210,user_02512,movie_0212,2025-04-08,2025-04-08T00:00:00Z,NA,Inf,FALSE,1.5
session_000211,user_09987,movie_0421,2025-01-06,2025-01-06T00:00:00Z,NA,Inf,FALSE,0.7
session_000212,user_00660,movie_0216,2024-12-02,2024-12-02T00:00:00Z,NA,Inf,FALSE,11.2
session_000213,user_02812,movie_0974,2025-12-25,2025-12-25T00:00:00Z,NA,Inf,FALSE,39.4
session_000214,user_07099,movie_0509,2024-01-29,2024-01-29T00:00:00Z,NA,Inf,FALSE,18.2
session_000215,user_06547,movie_0864,2025-06-15,2025-06-15T00:00:00Z,NA,Inf,FALSE,13.1
session_000216,user_09562,movie_0739,2024-05-01,2024-05-01T00:00:00Z,NA,Inf,FALSE,24.7
session_000217,user_01987,movie_0791,2024-07-17,2024-07-17T00:00:00Z,NA,Inf,FALSE,74.7
session_000218,user_08339,movie_0929,2025-05-12,2025-05-12T00:00:00Z,NA,Inf,FALSE,79.3
session_000219,user_02912,movie_0386,2025-12-21,2025-12-21T00:00:00Z,NA,Inf,FALSE,23.1
session_000220,user_01735,movie_0764,2024-05-23,2024-05-23T00:00:00Z,NA,Inf,FALSE,74.7
session_000221,user_01844,movie_0205,2024-03-29,2024-03-29T00:00:00Z,NA,Inf,FALSE,60.6
session_000222,user_08681,movie_0670,2025-02-21,2025-02-21T00:00:00Z,NA,Inf,FALSE,44.4
session_000223,user_02977,movie_0957,2024-10-05,2024-10-05T00:00:00Z,NA,Inf,FALSE,27.8
session_000224,user_01960,movie_0994,2025-05-03,2025-05-03T00:00:00Z,NA,Inf,FALSE,41.8
session_000225,user_05760,movie_0587,2025-05-02,2025-05-02T00:00:00Z,NA,Inf,FALSE,13.2
session_000226,user_06695,movie_0997,2025-11-13,2025-11-13T00:00:00Z,NA,Inf,FALSE,74
session_000227,user_02386,movie_0396,2025-07-01,2025-07-01T00:00:00Z,NA,Inf,FALSE,39
session_000228,user_04737,movie_0594,2024-08-03,2024-08-03T00:00:00Z,NA,Inf,FALSE,45.3
session_000229,user_01803,movie_0980,2024-09-23,2024-09-23T00:00:00Z,NA,Inf,FALSE,32.7
session_000230,user_08156,movie_0305,2025-05-28,2025-05-28T00:00:00Z,NA,Inf,FALSE,11.7
session_000231,user_08121,movie_0333,2024-08-15,2024-08-15T00:00:00Z,NA,Inf,FALSE,7.6
session_000232,user_06617,movie_0902,2024-08-11,2024-08-11T00:00:00Z,NA,Inf,FALSE,71.7
session_000233,user_05535,movie_0778,2025-08-20,2025-08-20T00:00:00Z,NA,Inf,FALSE,30.1
session_000234,user_04062,movie_0957,2024-06-23,2024-06-23T00:00:00Z,NA,Inf,FALSE,5.6
session_000235,user_00263,movie_0993,2024-12-01,2024-12-01T00:00:00Z,NA,Inf,FALSE,1.7
session_000236,user_06288,movie_0434,2024-05-20,2024-05-20T00:00:00Z,NA,Inf,FALSE,51.1
session_000237,user_08816,movie_0959,2025-03-01,2025-03-01T00:00:00Z,NA,Inf,FALSE,30.3
session_000238,user_09209,movie_0516,2024-07-05,2024-07-05T00:00:00Z,NA,Inf,FALSE,26
session_000239,user_02050,movie_0900,2025-05-22,2025-05-22T00:00:00Z,NA,Inf,FALSE,39.9
session_000240,user_05424,movie_0873,2024-09-14,2024-09-14T00:00:00Z,NA,Inf,FALSE,82.6
session_000241,user_04549,movie_0677,2024-01-15,2024-01-15T00:00:00Z,NA,Inf,FALSE,70.2
session_000242,user_03109,movie_0746,2025-12-18,2025-12-18T00:00:00Z,NA,Inf,FALSE,52.7
session_000243,user_07159,movie_0204,2024-12-15,2024-12-15T00:00:00Z,NA,Inf,FALSE,96.9
session_000244,user_07401,movie_0884,2025-05-06,2025-05-06T00:00:00Z,NA,Inf,FALSE,45.8
session_000245,user_03171,movie_0965,2025-09-29,2025-09-29T00:00:00Z,NA,Inf,FALSE,14.7
session_000246,user_09875,movie_0951,2025-12-13,2025-12-13T00:00:00Z,NA,Inf,FALSE,52.9
session_000247,user_02256,movie_0729,2025-02-24,2025-02-24T00:00:00Z,NA,Inf,FALSE,12.9
session_000248,user_01155,movie_0729,2024-01-25,2024-01-25T00:00:00Z,NA,Inf,FALSE,43.5
session_000249,user_04500,movie_0545,2025-02-28,2025-02-28T00:00:00Z,NA,Inf,FALSE,87.2
session_000250,user_06296,movie_0308,2024-07-30,2024-07-30T00:00:00Z,NA,Inf,FALSE,58.6
session_000251,user_06198,movie_0447,2024-11-15,2024-11-15T00:00:00Z,NA,Inf,FALSE,73.8
session_000252,user_09889,movie_0591,2024-09-27,2024-09-27T00:00:00Z,NA,Inf,FALSE,68.8
session_000253,user_01649,movie_0980,2025-07-23,2025-07-23T00:00:00Z,NA,Inf,FALSE,4.6
session_000254,user_05540,movie_0487,2024-12-26,2024-12-26T00:00:00Z,NA,Inf,FALSE,90.3
session_000255,user_09638,movie_0332,2025-10-02,2025-10-02T00:00:00Z,NA,Inf,FALSE,55.7
session_000256,user_04200,movie_0462,2024-05-13,2024-05-13T00:00:00Z,NA,Inf,FALSE,92.3
session_000257,user_08446,movie_0150,2025-09-03,2025-09-03T00:00:00Z,NA,Inf,FALSE,30.1
